quoteID,quoteText,subQuotationList,quoteByteSpans,speaker,addressees,quoteType,referringExpression,mentionTextsList,mentionSpansList,mentionEntitiesList
Q333,"Nothing, Pooh Bear, nothing. We can't all, and some of us don't. That's
all there is to it.","[""Nothing, Pooh Bear, nothing. We can't all, and some of us don't. That's\nall there is to it.""]","[[50705, 50796]]",Eeyore,['Winnie-the-pooh'],Implicit,,"[['Pooh Bear', 'We ', 'We', 'us ', 'us']]","[[[50714, 50723], [50734, 50737], [50734, 50736], [50760, 50763], [50760, 50762]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh', 'Eeyore'], ['Eeyore', 'Winnie-the-pooh'], ['Winnie-the-pooh', 'Eeyore'], ['Eeyore', 'Winnie-the-pooh']]]"
Q334,Can't all _what_?,"[""Can't all _what_?""]","[[50800, 50817]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,[[]],[[]],[[]]
Q335,Gaiety. Song-and-dance. Here we go round the mulberry bush.,['Gaiety. Song-and-dance. Here we go round the mulberry bush.'],"[[50850, 50909]]",Eeyore,['Winnie-the-pooh'],Implicit,,[['we']],"[[[50879, 50881]]]","[[['Eeyore', 'Winnie-the-pooh']]]"
Q336,Oh!,['Oh!'],"[[50913, 50916]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,[[]],[[]],[[]]
Q337,"What
mulberry bush is that?",['What\nmulberry bush is that?'],"[[50974, 51001]]",Winnie-the-pooh,['Eeyore'],Anaphoric,He thought for a long time and then asked,[[]],[[]],[[]]
Q338,"Bon-hommy,","['Bon-hommy,']","[[51005, 51015]]",Eeyore,['Winnie-the-pooh'],Explicit,went on Eeyore,[[]],[[]],[[]]
Q339,"French word meaning bonhommy, I'm not complaining, but There It Is.","['French word meaning bonhommy,', ""I'm not complaining, but There It Is.""]","[[51043, 51072], [51089, 51126]]",Eeyore,['Winnie-the-pooh'],Anaphoric,he explained,"[[], []]","[[], []]","[[], []]"
Q340,"Cottleston, Cottleston, Cottleston Pie,
    A fly can't bird, but a bird can fly.
    Ask me a riddle and I reply:
    ""_Cottleston, Cottleston, Cottleston Pie._""","['Cottleston, Cottleston, Cottleston Pie,\n    A fly can\'t bird, but a bird can fly.\n    Ask me a riddle and I reply:\n    ""_Cottleston, Cottleston, Cottleston Pie._""']","[[51337, 51501]]",Winnie-the-pooh,['Eeyore'],Anaphoric,he sang,[[]],[[]],[[]]
Q341,"Cottleston, Cottleston, Cottleston Pie,
    A fish can't whistle and neither can I.
    Ask me a riddle and I reply:
    ""_Cottleston, Cottleston, Cottleston Pie_.""","['Cottleston, Cottleston, Cottleston Pie,\n    A fish can\'t whistle and neither can I.\n    Ask me a riddle and I reply:\n    ""_Cottleston, Cottleston, Cottleston Pie_.""']","[[51656, 51824]]",Winnie-the-pooh,['Eeyore'],Explicit,Pooh very kindly sang the second verse to him,[[]],[[]],[[]]
Q342,"Cottleston, Cottleston, Cottleston Pie,
    Why does a chicken, I don't know why.
    Ask me a riddle and I reply:
    ""_Cottleston, Cottleston, Cottleston Pie_.""","['Cottleston, Cottleston, Cottleston Pie,\n    Why does a chicken, I don\'t know why.\n    Ask me a riddle and I reply:\n    ""_Cottleston, Cottleston, Cottleston Pie_.""']","[[51913, 52078]]",Winnie-the-pooh,['Eeyore'],Explicit,Pooh hummed the third verse quietly to himself,[[]],[[]],[[]]
Q343,"That's right, Sing. Umty-tiddly, umty-too. Here we go
gathering Nuts and May. Enjoy yourself.","[""That's right,"", 'Sing. Umty-tiddly, umty-too. Here we go\ngathering Nuts and May. Enjoy yourself.']","[[52081, 52094], [52110, 52189]]",Eeyore,['Winnie-the-pooh'],Explicit,said Eeyore,"[[], ['we', 'yourself']]","[[], [[52144, 52146], [52180, 52188]]]","[[], [['Eeyore', 'Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q344,"I am,","['I am,']","[[52193, 52198]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,[[]],[[]],[[]]
Q345,"Some can,","['Some can,']","[[52213, 52222]]",Eeyore,['Winnie-the-pooh'],Explicit,said Eeyore,[[]],[[]],[[]]
Q346,"Why, what's the matter?","[""Why, what's the matter?""]","[[52239, 52262]]",Winnie-the-pooh,['Eeyore'],Implicit,,[[]],[[]],[[]]
Q347,_Is_ anything the matter?,['_Is_ anything the matter?'],"[[52266, 52291]]",Eeyore,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q348,"You seem so sad, Eeyore.","['You seem so sad, Eeyore.']","[[52295, 52319]]",Winnie-the-pooh,['Eeyore'],Implicit,,"[['You', 'Eeyore']]","[[[52295, 52298], [52312, 52318]]]","[[['Eeyore'], ['Eeyore']]]"
Q349,"Sad? Why should I be sad? It's my birthday. The happiest day of the
year.","[""Sad? Why should I be sad? It's my birthday. The happiest day of the\nyear.""]","[[52323, 52396]]",Eeyore,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q350,Your birthday?,['Your birthday?'],"[[52400, 52414]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,[['Your']],"[[[52400, 52404]]]",[[['Eeyore']]]
Q351,Of course it is. Can't you see? Look at all the presents I have had.,"[""Of course it is. Can't you see? Look at all the presents I have had.""]","[[52447, 52515]]",Eeyore,['Winnie-the-pooh'],Implicit,,[['you']],"[[[52470, 52473]]]",[[['Winnie-the-pooh']]]
Q352,"Look at the birthday cake. Candles
and pink sugar.",['Look at the birthday cake. Candles\nand pink sugar.'],"[[52553, 52603]]",Eeyore,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q353,Presents? Birthday cake? _Where?_,"['Presents?', 'Birthday cake?', '_Where?_']","[[52662, 52671], [52685, 52699], [52713, 52721]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,"[[], [], []]","[[], [], []]","[[], [], []]"
Q354,Can't you see them?,"[""Can't you see them?""]","[[52725, 52744]]",Eeyore,['Winnie-the-pooh'],Implicit,,[['you']],"[[[52731, 52734]]]",[[['Winnie-the-pooh']]]
Q355,"No,","['No,']","[[52748, 52751]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,[[]],[[]],[[]]
Q356,"Neither can I,","['Neither can I,']","[[52766, 52780]]",Eeyore,['Winnie-the-pooh'],Explicit,said Eeyore,[[]],[[]],[[]]
Q357,"Joke, Ha ha!","['Joke,', 'Ha ha!']","[[52796, 52801], [52818, 52824]]",Eeyore,['Winnie-the-pooh'],Anaphoric,he explained,"[[], []]","[[], []]","[[], []]"
Q358,But is it really your birthday?,['But is it really your birthday?'],"[[52890, 52921]]",Winnie-the-pooh,['Eeyore'],Anaphoric,he asked,[['your']],"[[[52907, 52911]]]",[[['Eeyore']]]
Q359,It is.,['It is.'],"[[52935, 52941]]",Eeyore,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q360,"Oh! Well, Many happy returns of the day, Eeyore.","['Oh! Well, Many happy returns of the day, Eeyore.']","[[52945, 52993]]",Winnie-the-pooh,['Eeyore'],Implicit,,[['Eeyore']],"[[[52986, 52992]]]",[[['Eeyore']]]
Q361,"And many happy returns to you, Pooh Bear.","['And many happy returns to you, Pooh Bear.']","[[52997, 53038]]",Eeyore,['Winnie-the-pooh'],Implicit,,"[['you', 'Pooh Bear']]","[[[53023, 53026], [53028, 53037]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q362,But it isn't _my_ birthday.,"[""But it isn't _my_ birthday.""]","[[53042, 53069]]",Winnie-the-pooh,['Eeyore'],Implicit,,[[]],[[]],[[]]
Q363,"No, it's mine.","[""No, it's mine.""]","[[53073, 53087]]",Eeyore,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q364,But you said 'Many happy returns'----,"[""But you said 'Many happy returns'----""]","[[53091, 53128]]",Winnie-the-pooh,['Eeyore'],Implicit,,[['you']],"[[[53095, 53098]]]",[[['Eeyore']]]
Q365,"Well, why not? You don't always want to be miserable on my birthday, do
you?","[""Well, why not? You don't always want to be miserable on my birthday, do\nyou?""]","[[53132, 53208]]",Eeyore,['Winnie-the-pooh'],Implicit,,"[['You', 'you']]","[[[53147, 53150], [53204, 53207]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q366,"Oh, I see,","['Oh, I see,']","[[53212, 53222]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,[[]],[[]],[[]]
Q367,"It's bad enough, being miserable
myself, what with no presents and no cake and no candles, and no proper
notice taken of me at all, but if everybody else is going to be
miserable too----","[""It's bad enough,"", 'being miserable\nmyself, what with no presents and no cake and no candles, and no proper\nnotice taken of me at all, but if everybody else is going to be\nmiserable too----']","[[53237, 53253], [53291, 53460]]",Eeyore,['Winnie-the-pooh'],Explicit,said Eeyore,"[[], []]","[[], []]","[[], []]"
Q368,Stay there!,['Stay there!'],"[[53492, 53503]]",Winnie-the-pooh,['Eeyore'],Anaphoric,he called to Eeyore,[[]],[[]],[[]]
Q369,"Hallo, Piglet,","['Hallo, Piglet,']","[[53799, 53813]]",Winnie-the-pooh,['Piglet'],Anaphoric,he said,[['Piglet']],"[[[53806, 53812]]]",[[['Piglet']]]
Q370,"Hallo, Pooh,","['Hallo, Pooh,']","[[53826, 53838]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,[['Pooh']],"[[[53833, 53837]]]",[[['Winnie-the-pooh']]]
Q371,What are _you_ trying to do?,['What are _you_ trying to do?'],"[[53855, 53883]]",Winnie-the-pooh,['Piglet'],Implicit,,[['you']],"[[[53865, 53868]]]",[[['Piglet']]]
Q372,"I was trying to reach the knocker, I just came
round----","['I was trying to reach the knocker,', 'I just came\nround----']","[[53887, 53921], [53937, 53958]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[[], []]","[[], []]","[[], []]"
Q373,"Let me do it for you,","['Let me do it for you,']","[[53962, 53983]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,[['you']],"[[[53979, 53982]]]",[[['Piglet']]]
Q374,"I have just seen Eeyore, and poor Eeyore is in
a Very Sad Condition, because it's his birthday, and nobody has taken
any notice of it, and he's very Gloomy--you know what Eeyore is--and
there he was, and----What a long time whoever lives here is answering
this door.","['I have just seen Eeyore,', ""and poor Eeyore is in\na Very Sad Condition, because it's his birthday, and nobody has taken\nany notice of it, and he's very Gloomy--you know what Eeyore is--and\nthere he was, and----What a long time whoever lives here is answering\nthis door.""]","[[54046, 54070], [54083, 54324]]",Winnie-the-pooh,['Piglet'],Anaphoric,he began,"[['Eeyore'], ['his', 'he', 'you', 'Eeyore ', 'he']]","[[[54063, 54069]], [[54140, 54143], [54197, 54199], [54215, 54218], [54229, 54236], [54250, 54252]]]","[[['Eeyore']], [['Eeyore'], ['Eeyore'], ['Piglet'], ['Eeyore'], ['Eeyore']]]"
Q375,"But Pooh, it's your own house!","['But Pooh,', ""it's your own house!""]","[[54350, 54359], [54375, 54395]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[[], ['your']]","[[], [[54380, 54384]]]","[[], [['Winnie-the-pooh']]]"
Q376,Oh!,['Oh!'],"[[54399, 54402]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,[[]],[[]],[[]]
Q377,"So it is, Well, let's go in.","['So it is,', ""Well, let's go in.""]","[[54416, 54425], [54437, 54455]]",Winnie-the-pooh,['Piglet'],Anaphoric,he said,"[[], [""'s""]]","[[], [[54446, 54448]]]","[[], [['Winnie-the-pooh', 'Piglet']]]"
Q378,"I'm giving this to Eeyore, as a present. What are _you_
going to give?","[""I'm giving this to Eeyore,"", 'as a present. What are _you_\ngoing to give?']","[[54610, 54636], [54653, 54696]]",Winnie-the-pooh,['Piglet'],Anaphoric,he explained,"[['Eeyore'], ['you']]","[[[54629, 54635]], [[54677, 54680]]]","[[['Eeyore']], [['Piglet']]]"
Q379,Couldn't I give it too? From both of us?,"[""Couldn't I give it too?"", 'From both of us?']","[[54700, 54723], [54739, 54755]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[[], ['us']]","[[], [[54752, 54754]]]","[[], [['Winnie-the-pooh', 'Piglet']]]"
Q380,"No, That would _not_ be a good plan.","['No,', 'That would _not_ be a good plan.']","[[54759, 54762], [54776, 54808]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q381,"All right, then, I'll give him a balloon. I've got one left from my
party. I'll go and get it now, shall I?","[""All right, then, I'll give him a balloon. I've got one left from my\nparty. I'll go and get it now, shall I?""]","[[54812, 54919]]",Piglet,['Winnie-the-pooh'],Implicit,,[['him']],"[[[54839, 54842]]]",[[['Eeyore']]]
Q382,"That, Piglet, is a _very_ good idea. It is just what Eeyore wants to
cheer him up. Nobody can be uncheered with a balloon.","['That, Piglet, is a _very_ good idea. It is just what Eeyore wants to\ncheer him up. Nobody can be uncheered with a balloon.']","[[54923, 55045]]",Winnie-the-pooh,['Piglet'],Implicit,,"[['Piglet', 'Eeyore ', 'him']]","[[[54929, 54935], [54976, 54983], [54998, 55001]]]","[[['Piglet'], ['Eeyore'], ['Eeyore']]]"
Q383,"Dear, dear, I didn't know it was as late as that.","['Dear, dear,', ""I didn't know it was as late as that.""]","[[55468, 55479], [55493, 55530]]",Winnie-the-pooh,[],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q384,"Lucky I brought this
with me, Many a bear going out on a warm day like this
would never have thought of bringing a little something with him. Now let me see, where was I going? Ah, yes, Eeyore.","['Lucky I brought this\nwith me,', 'Many a bear going out on a warm day like this\nwould never have thought of bringing a little something with him.', 'Now let me see,', 'where was I going? Ah, yes, Eeyore.']","[[55587, 55616], [55631, 55742], [55767, 55782], [55848, 55883]]",Winnie-the-pooh,[],Anaphoric,he thought,"[[], [], [], []]","[[], [], [], []]","[[], [], [], []]"
Q385,"_Bother!_ What _shall_ I do? I _must_ give him
_something_.","['_Bother!_', 'What _shall_ I do? I _must_ give him\n_something_.']","[[55981, 55990], [56004, 56053]]",Winnie-the-pooh,[],Explicit,said Pooh,"[[], ['him']]","[[], [[56037, 56040]]]","[[], [['Eeyore']]]"
Q386,"Well, it's a very nice pot, even if there's no honey in it, and if I
washed it clean, and got somebody to write '_A Happy Birthday_' on it,
Eeyore could keep things in it, which might be Useful.","[""Well, it's a very nice pot, even if there's no honey in it, and if I\nwashed it clean, and got somebody to write '_A Happy Birthday_' on it,\nEeyore could keep things in it, which might be Useful.""]","[[56124, 56318]]",Winnie-the-pooh,[],Anaphoric,he thought,[[]],[[]],[[]]
Q387,"Good morning, Owl,","['Good morning, Owl,']","[[56420, 56438]]",Winnie-the-pooh,['Owl'],Anaphoric,he said,[['Owl']],"[[[56434, 56437]]]",[[['Owl']]]
Q388,"Good morning, Pooh,","['Good morning, Pooh,']","[[56451, 56470]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,[['Pooh']],"[[[56465, 56469]]]",[[['Winnie-the-pooh']]]
Q389,"Many happy returns of Eeyore's birthday,","[""Many happy returns of Eeyore's birthday,""]","[[56484, 56524]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,[[' Eeyore']],"[[[56505, 56512]]]",[[['Eeyore']]]
Q390,"Oh, is that what it is?","['Oh, is that what it is?']","[[56539, 56562]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q391,"What are you giving him, Owl?","['What are you giving him, Owl?']","[[56566, 56595]]",Winnie-the-pooh,['Owl'],Implicit,,"[['you', 'him', 'Owl']]","[[[56575, 56578], [56586, 56589], [56591, 56594]]]","[[['Owl'], ['Eeyore'], ['Owl']]]"
Q392,"What are _you_ giving him, Pooh?","['What are _you_ giving him, Pooh?']","[[56599, 56631]]",Owl,['Winnie-the-pooh'],Implicit,,"[['you', 'him', 'Pooh']]","[[[56609, 56612], [56621, 56624], [56626, 56630]]]","[[['Winnie-the-pooh'], ['Eeyore'], ['Winnie-the-pooh']]]"
Q393,"I'm giving him a Useful Pot to Keep Things In, and I wanted to ask
you----","[""I'm giving him a Useful Pot to Keep Things In, and I wanted to ask\nyou----""]","[[56635, 56709]]",Winnie-the-pooh,['Owl'],Implicit,,"[['him', 'you']]","[[[56646, 56649], [56702, 56705]]]","[[['Eeyore'], ['Owl']]]"
Q394,Is this it?,['Is this it?'],"[[56713, 56724]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,[[]],[[]],[[]]
Q395,"Yes, and I wanted to ask you----","['Yes, and I wanted to ask you----']","[[56767, 56799]]",Winnie-the-pooh,['Owl'],Implicit,,[['you']],"[[[56792, 56795]]]",[[['Owl']]]
Q396,"Somebody has been keeping honey in it,","['Somebody has been keeping honey in it,']","[[56803, 56841]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,[[]],[[]],[[]]
Q397,You ought to write '_A Happy Birthday_' on it.,"[""You ought to write '_A Happy Birthday_' on it.""]","[[56968, 57014]]",Owl,['Winnie-the-pooh'],Implicit,,[['You']],"[[[56968, 56971]]]",[[['Winnie-the-pooh']]]
Q398,"_That_ was what I wanted to ask you, Because my spelling
is Wobbly. It's good spelling but it Wobbles, and the letters get in the
wrong places. Would _you_ write 'A Happy Birthday' on it for me?","['_That_ was what I wanted to ask you,', ""Because my spelling\nis Wobbly. It's good spelling but it Wobbles, and the letters get in the\nwrong places. Would _you_ write 'A Happy Birthday' on it for me?""]","[[57018, 57054], [57068, 57225]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,"[['you'], ['you']]","[[[57050, 57053]], [[57182, 57185]]]","[[['Owl']], [['Owl']]]"
Q399,"It's a nice pot, Couldn't I give
it too? From both of us?","[""It's a nice pot,"", ""Couldn't I give\nit too? From both of us?""]","[[57229, 57245], [57283, 57323]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,"[[], ['us']]","[[], [[57320, 57322]]]","[[], [['Winnie-the-pooh', 'Owl']]]"
Q400,"No, That would _not_ be a good plan. Now I'll just wash it
first, and then you can write on it.","['No,', ""That would _not_ be a good plan. Now I'll just wash it\nfirst, and then you can write on it.""]","[[57327, 57330], [57344, 57435]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,"[[], ['you']]","[[], [[57415, 57418]]]","[[], [['Owl']]]"
Q401,"Can you read, Pooh? There's a notice
about knocking and ringing outside my door, which Christopher Robin
wrote. Could you read it?","['Can you read, Pooh?', ""There's a notice\nabout knocking and ringing outside my door, which Christopher Robin\nwrote. Could you read it?""]","[[57561, 57580], [57612, 57722]]",Owl,['Winnie-the-pooh'],Anaphoric,he asked,"[['you', 'Pooh'], ['Christopher Robin', 'you']]","[[[57565, 57568], [57575, 57579]], [[57679, 57696], [57710, 57713]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']], [['Christopher Robin - Story'], ['Winnie-the-pooh']]]"
Q402,"Christopher Robin told me what it said, and _then_ I could.","['Christopher Robin told me what it said, and _then_ I could.']","[[57726, 57785]]",Winnie-the-pooh,['Owl'],Implicit,,[['Christopher Robin']],"[[[57726, 57743]]]",[[['Christopher Robin - Story']]]
Q403,"Well, I'll tell you what _this_ says, and then you'll be able to.","[""Well, I'll tell you what _this_ says, and then you'll be able to.""]","[[57789, 57854]]",Owl,['Winnie-the-pooh'],Implicit,,"[['you', 'you']]","[[[57805, 57808], [57836, 57839]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q404,"I'm just saying 'A Happy Birthday',","[""I'm just saying 'A Happy Birthday',""]","[[57987, 58022]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,[[]],[[]],[[]]
